SAMPLE CODE,Rugosity (m),Reef overhang,Rubble,Sand,Sand and rubble,Gaps/Holes,Abiotic (total),Lebrunia neglecta,Phymanthus crucifer,Ricordea florida,Anemone spp. ,Anemones (total),Eudistoma spp. ,Trididemnum solidum,Ascidian spp. ,Tunicata (total),CCA (total),Cyanobacteria (total),Thalassia testudinum,Seagrass (total),Amphiroa spp. ,Asparagopsis taxiformis,Asparagopsis taxiformis on Ramicrusta,Caulerpa racemosa,Caulerpa spp.  ,Caulerpa spp.  on Ramicrusta,Dichotomaria marginata,Dictyota spp. ,Dictyota spp.  on Ramicrusta,Galaxaura spp. ,Galaxaura spp.  on Ramicrusta,Gracilaria spp. ,Halimeda discoidea,Halimeda spp. ,Halimeda spp.  on Ramicrusta,Halimeda tuna,Jania spp. ,Lobophora spp. ,Lobophora variegata,Lobophora variegatus on Ramicrusta,Martensia pavonia,Padina spp. ,Sargassum hystrix,Sargassum natans,Stypopodium spp. ,Stypopodium zonale,Udotea spp.  ,Valonia ventricosa,Wrangelia bicuspidata,Macroalgae spp. ,Macroalgae (total),Ramicrusta spp. ,Peyssonnelia spp. ,Peyssonneliaceae (total),Turf (mixed) on Ramicrusta,Turf (mixed) with sediment,Turf (mixed),Turf Algae (total),Antillogorgia acerosa,Antillogorgia americana,Antillogorgia bipinnata,Antillogorgia rigida,Eunicea calyculata,Eunicea flexuosa,Eunicea mammosa,Eunicea pallida,Eunicea spp. ,Eunicea succinea,Eunicea tourneforti,Gorgonia mariae,Gorgonia ventalina,Muricea atlantica,Muricea elongata,Muricea muricata,Muricea pinnata,Muriceopsis flavida,Plexaura homomalla,Plexaura kukenthali,Plexaura spp. ,Plexaurella nutans,Pseudoplexaura flagellosa,Pseudoplexaura spp. ,Pseudoplexaura wagenaari,Pterogorgia guadalupensis,Pterogorgia spp.  ,Octocoral spp.,Octocorals (total erect),Briareum asbestinum,Erythropodium caribaeorum,Octocoral spp. (encrusting),Octocorals (total encrusting),Antillogorgia acerosa (# col.),Antillogorgia americana (# col.),Antillogorgia bipinnata (# col.),Antillogorgia spp.  (# col.)  ,Briareum asbestinum (# col.),Erythropodium caribaeorum (# col.),Eunicea asperula (# col.),Eunicea calyculata (# col.),Eunicea flexuosa (# col.),Eunicea lacinata (# col.),Eunicea laxispica (# col.),Eunicea mammosa (# col.),Eunicea spp.  (# col.),Eunicea succinea (# col.),Eunicea tourneforti (# col.),Gorgonia ventalina (# col.),Muricea atlantica (# col.),Muricea elongata (# col.),Muricea laxa (# col.),Muricea muricata (# col.),Muricea spp.  (# col).,Muriceopsis flavida (# col.),Plexaura homomalla (# col.),Plexaura kukenthali (# col.),Plexaura kuna (# col.),Plexaura spp.  (# col.),Plexaurella dichotoma (# col.),Plexaurella nutans (# col.),Plexaurella spp.  (# col.),Pseudoplexaura flagellosa (# col.),Pseudoplexaura porosa (# col.),Pterogorgia citrina (# col.),Pterogorgia guadalupensis (# col.),Pterogorgia spp.  (# col.),Octocoral (total # col.),Agelas citrina,Agelas clathrodes,Agelas conifera,Agelas dispar,Agelas sceptrum,Agelas spp. ,Agelas sventres,Agelas tubulata,Aiolochroia crassa,Amphimedon compressa,Amphimedon viridis,Aplysina archeri,Aplysina cauliformis,Aplysina fistularis,Aplysina fulva,Aplysina lacunosa,Aplysina spp. ,Biemna caribea,Biemna spp. ,Callyspongia armigera,Callyspongia fallax,Callyspongia plicifera,Callyspongia spp. ,Callyspongia tenerrima,Callyspongia vaginalis,Chondrilla caribensis,Chondrosia collectrix,Cinachyrella apion,Cinachyrella kuekenthali,Clathria spp.  ,Clathria venosa,Cliona aprica,Cliona caribbaea,Cliona delitrix,Cliona laticavicola,Cliona spp.  ,Cliona tenuis,Cliona varians,Cribrochalina vasculum,Desmapsamma spp. ,Desmapsamma anchorata,Dictyonella funicularis,Dictyonella spp. ,Diplastrella spp. ,Dragmacidon reticulatum,Dysidea etheria,Dysidea janiae,Ectyoplasia ferox,Geodia neptuni,Haliclona spp. ,Halisarca caerulea,Halisarca spp. ,Iotrochota arenosa,Iotrochota birotulata,Ircinia campana,Ircinia felix,Ircinia spp. ,Ircinia strobilina,Monanchora arbuscula,Mycale laevis,Mycale laxissima,Neofibularia nolitangere,Neopetrosia carbonaria,Neopetrosia proxima,Neopetrosia rosariensis,Neopetrosia spp. ,Niphates alba,Niphates caribica,Niphates caycedoi,Niphates digitalis,Niphates erecta,Niphates spp. ,Petrosia pellasarca,Petrosia spp. ,Petrosia weinbergi,Phorbas amaranthus,Placospherastra micraster,Plakortis angulospiculatus,Plakortis halichondrioides,Plakortis spp. ,Prosuberites laughlini,Ptilocaulis walpersii,Scopalina ruetzleri,Smenospongia aurea,Smenospongia conulosa,Spheciospongia vesparium,Spirastrella coccinea,Spirastrella hartmani,Suberea spp. ,Svenzea zeai,Tedania klausi,Topsentia ophiraphidites,Topsentia spp. ,Verongula reiswigi,Verongula rigida,Verongula spp. ,Xestospongia muta,Sponge spp. ,Sponges (total),Acropora cervicornis,Acropora palmata,Acropora prolifera,Agaricia agaricites,Agaricia grahamae,Agaricia humilis,Agaricia lamarcki,Agaricia spp.  ,Colpophyllia natans,Dendrogyra cylindrus,Dichocoenia stokesii,Diploria labyrinthiformis,Eusmilia fastigiata,Helioseris cucullata,Isophyllia rigida,Isophyllia sinuosa,Madracis auretenra,Madracis carmabi,Madracis decactis,Madracis formosa,Madracis pharensis,Madracis senaria,Madracis spp. ,Manicina areolata,Meandrina meandrites,Montastraea cavernosa,Mussa angulosa,Mycetophyllia aliciae,Mycetophyllia danaana,Mycetophyllia ferox,Mycetophyllia lamarckiana,Mycetophyllia spp. ,Oculina diffusa,Orbicella annularis,Orbicella annularis (complex),Orbicella faveolata,Orbicella franksi,Porites astreoides,Porites colonensis,Porites divaricata,Porites furcata,Porites porites,Pseudodiploria clivosa,Pseudodiploria strigosa,Scolymia cubensis,Scolymia spp. ,Siderastrea radians,Siderastrea siderea,Solenastrea bournoni,Stephanocoenia intersepta,Stony Coral spp. ,Millepora alcicornis,Millepora complanata,Millepora spp. ,Millepora squarrosa,Stylaster roseus,Stony Corals (total),Stony Corals (total # diseased col.),Stony Corals (total #col.),Partially bleached coral (total),Recently dead coral (total),Condominium spp.  ,Palythoa grandis,Palythoa caribaeorum,Zoanthids (total),,YEAR,REGION,LOCATION,SITE NAME,DEPTH ZONE,TRANSECT
2016El Seco3,,0,0,10.21,0,0,10.21,0,0,0,0,0,0,0.43,0,0.43,0.43,0,0,0,,,,,0,,,0,,0,,,,0,,,0,,0,,,,,,,,,,,14.89,14.89,0,20,20,,0,11.91,11.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,0,0,0,0,,0,0,,0,,,0,0,0,0,,,0,0,,,0,0,,0,0,0,,,0,,,,0,0,0,0,0,,,0,,,,,,0,,0,0,,0,0,0,,,0,,0,,0,,0,0,,,,,,,,,0,,,0,0,0,,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39.15,,,0,0,0,0,0.43,0,0,0,0,0,0.85,0,0,1.28,0,0,0,0,0,42.13,,,0,0,0,0,0,0,,2016,Vieques/Culebra,Isla Vieques,El Seco,MESOPHOTIC,3
2016El Seco4,,0,0,5.31,0,0,5.31,0,0,0,0,0,0,0.82,0,0.82,0.82,4.49,0,0,,,,,0,,,0,,0,,,,0,,,0,,0,,,,,,,,,,,28.98,28.98,0,19.18,19.18,,0,6.12,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,0,0,,0,,0,0,0,0,,0,0,,0,,,0,0,0,0,,,0,0,,,0,0,,0,0,0,,,0,,,,0,0,0,0,0,,,0,,,,,,0,,0,0,,0,0,0,,,0,,0,,0,,0,0,,,,,,,,,0,,,0,0,0,,0,0,0,0.82,,0,,,0,0,0,0,0.82,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31.02,,,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,33.06,,,0,0,0,0,0,0,,2016,Vieques/Culebra,Isla Vieques,El Seco,MESOPHOTIC,4
2016El Seco5,,0,0,4.31,0,0,4.31,0,0,0,0,0,0,0.48,0.48,0,0,3.35,0,0,,,,,0,,,0,,0,,,,0,,,0,,0,,,,,,,,,,,22.97,22.97,0,15.31,15.31,,0,11.48,11.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,0,0,0,0,,0,0,,0,,,0,0,0,0,,,0,0,,,0,0,,0,0,0,,,0,,,,0,0,0,0,0,,,0,,,,,,0,,0,0,,0,0,0,,,0,,0,,0,,0,0,,,,,,,,,0,,,0,0,0,,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0.48,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35.89,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0,0,0,0,0,42.11,,,0,0,0,0,0,0,,2016,Vieques/Culebra,Isla Vieques,El Seco,MESOPHOTIC,5
2016Esperanza1,1.86,2.95,0,5.08,0,0,8.03,0,0,0,0,0,0,0,0,0,0.35,0,0,0,,,,,0,,,0,,0,,,,3.9,,,0,,0,,,,,,,,,,,0,3.9,54.07,0,54.07,,18.54,0,18.54,0,0,0,0,0,0.35,0,0,0,0.35,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,,0,0,,0,,0,0,0,0,,0,0,,0,,,0,0,0,0,,,0,1.18,,,0,0,,0,0,0,,,0,,,,0,0.24,0,0,0,,,0,,,,,,0,,0,0,,0,0.12,0,,,0,,0,,0,,0,0.24,,,,,,,,,0,,,0,0,0,,0,0,0,0,,0,,,0.59,0,0,1.42,3.78,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.72,,,2.72,0,0,0,0,0,1.06,0,0,0,2.01,0,0,0,0.24,0,0,0,0,10.28,,,0,0,0,0,1.53,1.53,,2016,Vieques/Culebra,Isla Vieques,Esperanza,Shallow,1
2016Esperanza2,4.74,3.23,0,0.66,0,0,3.89,0,0,0,0,0,0,0,0,0,0.57,4.37,0,0,,,,,0,,,0,,0,,,,5.32,,,0,,0,,,,,,,,,,,0,5.32,64.96,0,64.96,,8.55,0.47,9.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1.23,,0,0,,0,,0,0,0,0,,0.95,0,,0,,,0,0,0,0,,,0,0,,,0,0,,0,0,0,,,0,,,,0,0,0,0,0,,,0,,,,,,0,,0,0,,0,0.38,0,,,0,,0,,0,,0,0,,,,,,,,,0,,,0,0,0,,0,0,0,0,,0,,,0,0,0,0.09,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.66,,,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32,0,0,0,0,6.74,,,0,0,0,0,1.61,1.61,,2016,Vieques/Culebra,Isla Vieques,Esperanza,Shallow,2
2016Esperanza3,4.39,2.63,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0.1,10.02,0,0,,,,,0,,,0,,0,,,,0.68,,,0,,0,,,,,,,,,,,0,0.68,65.66,0,65.66,,10.02,0,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0.58,0,0.29,0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,,0,0,,0,,0,0,0,0,,0,0,,0,,,0,0,0,0,,,0,0,,,0,0,,0,0,0,,,0,,,,0.39,0,0,0,0,,,0,,,,,,0,,0,0,,0,0,0,,,0,,0,,0,,0,0,,,,,,,,,0,,,0,0,0,,0,0,0,0,,0,,,0,0.39,0,0,0.78,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,,3.02,,,0.88,0,0,0,0,0,3.02,0,0,0,0,0,0,0,0.58,0,0,0,0,9.24,,,0,0,0,0,0,0,,2016,Vieques/Culebra,Isla Vieques,Esperanza,Shallow,3
2016Esperanza4,3.83,4.55,0,3.04,0,0,7.59,0,0,0,0,0,0,0,0,0,0.81,0.51,0,0,,,,,0,,,0,,0,,,,1.82,,,0,,3.04,,,,,,,,,,,0,4.86,58.5,0,58.5,,7.69,0.4,8.1,0,0,0,0,0,0.3,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.61,0,0,0,1.32,0.4,0.51,0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.2,,0,0,,0,,0,0,0,0,,0.3,0,,0,,,0,0,0,0,,,0,0,,,0,0,,0,0,0,,,0,,,,0,0,0,0,0,,,0,,,,,,0,,0,0,,0,1.11,0,,,0,,0,,0.4,,0,0,,,,,,,,,0,,,0,0,0,,0,0,0,0,,0,,,0,0,0,0,2.02,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.38,,,0.91,0,0,0,0,0,1.01,0,0,0,6.17,0,0,0,0,0,0,0,0,15.08,,,0,0,0,0,0.3,0.3,,2016,Vieques/Culebra,Isla Vieques,Esperanza,Shallow,4
2016Esperanza5,3.79,2.64,0.51,6.09,0,0,9.24,0,0,0,0,0,0,0,0,0,0.71,3.86,0,0,,,,,0,,,0,,0,,,,0,,,0,,2.13,,,,,,,,,,,0,2.13,50.46,0,50.46,,10.25,0,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,,0,0,,0,,0,0,0,0,,0,0,,0,,,0,0,0,0,,,0,0,,,0,0,,0,0,0,,,0,,,,0,0,0,0,0,,,0,,,,,,0,,0,0,,0,0,0,,,0,,0,,0,,0,0,,,,,,,,,0,,,0,0,0,,0,0,0,0,,0,,,0,0,0,1.91,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17.06,,,0.71,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0.91,0,0,0,0,22.13,,,0,0,0,0,0,0,,2016,Vieques/Culebra,Isla Vieques,Esperanza,Shallow,5
2016Guanajibo1,4.18,4.84,0,0,0,0,4.84,0,0,0,0,0,0,0,0,0,3.46,0.39,0,0,,,,,0,,,0,,0,,,,0,,,0,,4.54,,,,,,,,,,,0,4.54,0,0,0,,0,36.62,36.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,0,0,,0,,0,0,0,0,,0,0,,0,,,0,0,0,0,,,0,0,,,0,0,,0,0,0,,,0,,,,0,0,0,0,0,,,0,,,,,,0,,0,0,,0,0,0,,,0,,0,,0,,0,0,,,,,,,,,0,,,0,0,0,,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,48.47,,,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.26,,,0,0,0,0,0,0,,2016,West,Mayaguez,Guanajibo,Intermediate,1
2016Guanajibo2,4.36,14.81,0,0,0,0.58,15.4,0,0,0,0,0,0,0,0,0,3.22,0,0,0,,,,,0,,,0.68,,0,,,,0.97,,,0,,12.77,,,,,,,,,,,0,14.42,0,0.49,0.49,,0,16.57,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,0,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,0,0,,0,,0,0,0,0,,0,0,,0,,,0,0,0,0,,,0,0,,,0,0,,0,0,0,,,0,,,,0,0,0,0,0,,,2.34,,,,,,0,,0,0,,1.07,0,0,,,0,,0,,0,,0,0,,,,,,,,,0,,,0,0,0,,0,0,0,0,,0,,,0,0,0,0,3.41,0,0,0,0.29,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,,35.58,,,1.07,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,43.57,,,0,0,0,0,0,0,,2016,West,Mayaguez,Guanajibo,Intermediate,2
2016Guanajibo3,6.11,27.72,0,0,0,2.43,30.15,0,0,0,0,0,0,0,0,0,0.43,0.87,0,0,,,,,0,,,0.87,,0,,,,0,,,0,,5.99,,,,,,,,,,,0,6.86,0,0.43,0.43,,7.04,7.21,14.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,2.95,0,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,0,0,,0,,0,0,0,0,,0,0,,0,,,0,0,0.17,0,,,0,0,,,0,0,,0,0,0,,,0,,,,0,0,0,0,0,,,0,,,,,,0,,0,0,,0.35,0,0,,,0,,0,,0,,0,0,,,,,,,,,0.17,,,0,0,0,,0,0,0,0,,0,,,0,0,0,0,0.7,0,0,0,0,0,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,3.13,0,0,0,0,0,0,0,,32.93,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1,,,0,0,0,0,0,0,,2016,West,Mayaguez,Guanajibo,Intermediate,3
2016Guanajibo4,6.16,29.46,0,0,0,0,29.46,0,0,0,0,0,0,0,0,0,0.61,0.87,0,0,,,,,0,,,3.99,,0,,,,0.43,,,0,,18.63,,,,,,,,,,,0,23.05,0,1.73,1.73,,0,14.9,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,0,0,,0,,0,0,0,0,,0,0,,0,,,0,0,0,0,,,0,0.78,,,0,0,,0,0,0,,,0,,,,0,0,1.47,0,0,,,0,,,,,,0,,0,0,,0,0,0,,,0,,0,,0,,0,0,,,,,,,,,0,,,0,0,0,,0,0,0,0,,0,,,0,0,0,0,2.25,0,0,0,1.99,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18.98,,,1.39,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,26.95,,,0,0,0,0,0,0,,2016,West,Mayaguez,Guanajibo,Intermediate,4
2016Guanajibo5,7.63,24.94,0,3.18,0,0.48,28.59,0,0,0,0,0,0,0,0,0,1.11,0.71,0,0,,,,,0,,,0.4,,0,,,,7.39,,,0,,15.89,,,,,,,,,,,0,23.67,0,1.99,1.99,,0,14.85,14.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0.16,0,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,0,0,,0,,0,0,0,0,,0,0,,0,,,0,0,0,0,,,0,0,,,0,0,,0,0.79,0,,,0,,,,0,0,0,0,0,,,0,,,,,,0,,0,0,,0.64,0,0,,,0,,0,,0,,0,0,,,,,,,,,0,,,0,0,0,,0,0,0,0,,0,,,0,0,0,0,1.43,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22.56,,,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.91,,,0,0,0,0,0,0,,2016,West,Mayaguez,Guanajibo,Intermediate,5
2016Manchas Exteriores 10m1,3.69,6.44,0,3.07,0,2.15,11.66,0,0,0,0,0,0,0,0,0,0.61,1.84,0,0,,,,,0,,,7.57,,0,,,,2.49,,,0,,0,,,,,,,,,,,0,10.05,0,0,0,,48.26,0,48.26,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.61,0.61,0.41,0,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,,0,0,,0,,0,0.19,0,0,,0,0,,0,,,0,0,0,0,,,0,0.61,,,0,0,,0,0,0,,,0,,,,0,0,0.31,0,0,,,2.25,,,,,,0.31,,0,0,,0.41,0,0,,,0,,0,,0,,0,0,,,,,,,,,0,,,0.41,0,0,,0,0,0,0,,0,,,0,0,0,0.35,4.84,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,5.21,0,0,0,0,0,0,0,,9.1,,,4.5,0,0,0,0,0,2.15,0,0,0,0.61,0,0,0,0,0,0,0,0,23.93,,,0,0,0,0,0,0,,2016,West,Mayaguez,Manchas Exteriores 10m,Shallow,1
2016Manchas Exteriores 10m2,3.51,5.39,0.52,1.04,0,0,6.94,0,0,0,0,0,0,0,0,0,1.35,0,0,0,,,,,0,,,7.46,,0,,,,3.78,,,0,,0,,,,,,,,,,,0,11.24,0,0.21,0.21,,58.45,0,58.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,1.24,0,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,,0,0,,0,,0,0,0,0,,0,0,,0.21,,,0,0.31,0,0,,,0,0,,,0,0,,0,0,0,,,0,,,,0,0,0,0,0,,,0,,,,,,0,,0,0,,0.41,0,0,,,0,,0,,0,,0,0.21,,,,,,,,,0,,,0,0,0,,0,0,0,0,,0,,,0,0,0,1.53,2.67,0,0,0,3.32,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7.36,,,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.41,,,0,0,0,0,0,0,,2016,West,Mayaguez,Manchas Exteriores 10m,Shallow,2
2016Manchas Exteriores 10m3,3.71,6.33,0,1.23,0,0,7.56,0,0,0,0,0,0,0,0,0,0.61,7.66,0,0,,,,,0,,,7.56,,0,,,,3.74,,,0,,0,,,,,,,,,,,0.04,11.34,0,0.2,0.2,,34.12,0,34.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.51,0,0,0,0,0,0,0,0,0.72,1.53,3.68,0,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,,0,0,,0,,0,0,0,0,,0,0,,0,,,0,0,0,0,,,2.15,0,,,0,0,,0,0,0,,,0,,,,0,0,0,0,0,,,0,,,,,,0,,0,0,,0,0,0,,,0,,0,,0,,0,0.2,,,,,,,,,0,,,0,0,0,,0,0,0,0,,0,,,0,0,0,0,2.35,0,0,0,1.23,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,6.54,0,0,0,0,0,0,0,,14.2,,,4.39,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0.72,0,0,0,0,30.24,,,0,0,0,0,0,0,,2016,West,Mayaguez,Manchas Exteriores 10m,Shallow,3
2016Manchas Exteriores 10m4,2.36,2.27,0,2.27,0,0,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,7.59,,0,,,,0.3,,,0,,0,,,,,,,,,,,3.44,11.33,0,0,0,,48.7,0,48.7,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0.79,5.44,0,0,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,,0,0,,0,,0,0,0,0,,0,0,,0,,,0,0,0,0,,,0,0,,,0,0,,0,0,0,,,0,,,,0,0,0,0,0,,,0,,,,,,0.45,,0,0,,0,0,0,,,0,,0,,0,,0,0,,,,,,,,,0,,,0,0,0,,0,0,0,0,,0,,,0,0,0,0,0.45,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,,16.99,,,1.93,0,0,0,0,0,0,0,0,0,4.53,0,0.34,0,0,0,0,0,0,25.37,,,0,0,0,0,3.4,3.4,,2016,West,Mayaguez,Manchas Exteriores 10m,Shallow,4
2016Manchas Exteriores 10m5,4.04,4.79,0,0,0,0,4.79,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,0,,,5.78,,0,,,,0,,,0,,0,,,,,,,,,,,0.3,6.08,0,0.7,0.7,,42.87,0,42.87,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1.6,0,0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,,0,0,,0,,0,0,0.3,0,,0,0,,0,,,0,0,0.2,0,,,1,0,,,0,0,,0,0,0,,,0,,,,0,0,0,0,0,,,0,,,,,,0,,0,0,,0,0,0,,,0.2,,0,,0,,0,0,,,,,,,,,0,,,0,0,0,,0,0,0,0,,0,,,0,0,6.38,0,8.08,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,,11.86,,,5.58,0,0,0,4.69,0,0,0,0,0,2.69,0,0,0,0,0,0,0,0,33.2,,,0,0,0,0,0,0,,2016,West,Mayaguez,Manchas Exteriores 10m,Shallow,5
2016Manchas Exteriores 20m1,5.23,22.61,5.51,3.31,0,1.29,32.72,0,0,0,0,0,0,0,0,0,0.92,5.15,0,0,,,,,0,,,0.64,,0,,,,0,,,0,,0,,,,,,,,,,,0,0.64,0,1.19,1.19,,40.17,0,40.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,0,0,,0,,0,0.64,0.37,0,,0,0,,0,,,0,0,0,0,,,0,0,,,0,0,,0,0,0,,,0,,,,0,0,0,0,0,,,0,,,,,,0.28,,0,0,,0,0,0,,,0,,0,,0,,0,0,,,,,,,,,0.37,,,0,0,0,,0,0,0,0,,0,,,0,0,0,0,1.65,0,0,0,0.28,0,0,11.76,0.83,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.84,,,0,0,0,0,0,0,0,0,0,0,1.93,0,0.64,0,0,0,0,0,0,17.56,,,0,0,0,0,0,0,,2016,West,Mayaguez,Manchas Exteriores 20m,Intermediate,1
